start_frame,end_frame,num_vehicles,scenario
1889,1939,57,Car Following
1890,1940,57,Car Following
1891,1941,57,Car Following
1892,1942,57,Car Following
1893,1943,58,Car Following
1894,1944,58,Car Following
1895,1945,57,Car Following
1896,1946,57,Car Following
1897,1947,57,Car Following
1898,1948,58,Car Following
1899,1949,58,Car Following
1900,1950,58,Car Following
1901,1951,58,Car Following
1902,1952,58,Car Following
1903,1953,58,Car Following
1904,1954,58,Car Following
1905,1955,58,Car Following
1906,1956,58,Car Following
1907,1957,58,Car Following
1908,1958,58,Car Following
1909,1959,58,Car Following
1910,1960,58,Car Following
1911,1961,58,Car Following
1912,1962,58,Car Following
1913,1963,57,Car Following
1914,1964,57,Car Following
1915,1965,57,Car Following
1916,1966,57,Car Following
1917,1967,57,Car Following
1918,1968,58,Car Following
1919,1969,57,Car Following
1920,1970,57,Car Following
1921,1971,57,Car Following
1922,1972,56,Car Following
1923,1973,56,Car Following
1924,1974,57,Car Following
1925,1975,57,Car Following
1926,1976,57,Car Following
1927,1977,58,Car Following
1928,1978,58,Car Following
1929,1979,58,Car Following
1930,1980,58,Car Following
1931,1981,58,Car Following
1932,1982,59,Car Following
1933,1983,59,Car Following
1934,1984,58,Car Following
1935,1985,58,Car Following
1936,1986,58,Car Following
1937,1987,58,Car Following
1938,1988,58,Car Following
1939,1989,58,Car Following
1940,1990,58,Car Following
1941,1991,58,Car Following
1942,1992,58,Car Following
1943,1993,58,Car Following
1944,1994,58,Car Following
1945,1995,58,Car Following
1946,1996,57,Car Following
1947,1997,57,Car Following
1948,1998,58,Car Following
1949,1999,58,Car Following
1950,2000,58,Car Following
1951,2001,59,Car Following
1952,2002,59,Car Following
1953,2003,59,Car Following
1954,2004,58,Car Following
1955,2005,59,Car Following
1956,2006,59,Car Following
1957,2007,58,Car Following
1958,2008,58,Car Following
1959,2009,58,Car Following
1960,2010,59,Car Following
1961,2011,59,Car Following
1962,2012,60,Car Following
1963,2013,60,Car Following
1964,2014,61,Car Following
1965,2015,62,Car Following
1966,2016,62,Car Following
1967,2017,61,Car Following
1968,2018,60,Car Following
1969,2019,60,Car Following
1970,2020,60,Car Following
1971,2021,60,Car Following
1972,2022,60,Car Following
1973,2023,60,Car Following
1974,2024,60,Car Following
1975,2025,59,Car Following
1976,2026,59,Car Following
1977,2027,58,Car Following
1978,2028,58,Car Following
1979,2029,58,Car Following
1980,2030,58,Car Following
1981,2031,58,Car Following
1982,2032,58,Car Following
1983,2033,58,Car Following
1984,2034,57,Car Following
1985,2035,57,Car Following
1986,2036,57,Car Following
1987,2037,57,Car Following
1988,2038,58,Car Following
1989,2039,59,Car Following
1990,2040,58,Car Following
1991,2041,59,Car Following
1992,2042,59,Car Following
1993,2043,58,Car Following
1994,2044,58,Car Following
1995,2045,58,Car Following
1996,2046,58,Car Following
1997,2047,58,Car Following
1998,2048,58,Car Following
1999,2049,58,Car Following
2000,2050,58,Car Following
2001,2051,58,Car Following
2002,2052,57,Car Following
2003,2053,56,Car Following
2004,2054,56,Car Following
2005,2055,57,Car Following
2006,2056,57,Car Following
2007,2057,57,Car Following
2008,2058,56,Car Following
2009,2059,56,Car Following
2010,2060,57,Car Following
2011,2061,57,Car Following
2012,2062,57,Car Following
2013,2063,57,Car Following
2014,2064,57,Car Following
2015,2065,58,Car Following
2016,2066,58,Car Following
2017,2067,57,Car Following
2018,2068,56,Car Following
2019,2069,57,Car Following
2020,2070,57,Car Following
2021,2071,56,Car Following
2022,2072,56,Car Following
2023,2073,57,Car Following
2024,2074,57,Car Following
2025,2075,57,Car Following
2026,2076,57,Car Following
2027,2077,57,Car Following
2028,2078,56,Car Following
2029,2079,55,Car Following
2030,2080,55,Car Following
2031,2081,55,Car Following
2032,2082,55,Car Following
2033,2083,55,Car Following
2034,2084,55,Car Following
2035,2085,53,Car Following
2036,2086,53,Car Following
2037,2087,53,Car Following
2038,2088,53,Car Following
2039,2089,54,Car Following
2040,2090,54,Car Following
2041,2091,54,Car Following
2042,2092,54,Car Following
2043,2093,54,Car Following
2044,2094,54,Car Following
2045,2095,54,Car Following
2046,2096,54,Car Following
2047,2097,54,Car Following
2048,2098,54,Car Following
2049,2099,54,Car Following
2050,2100,54,Car Following
2051,2101,54,Car Following
2052,2102,54,Car Following
2053,2103,53,Car Following
2054,2104,52,Car Following
2055,2105,53,Car Following
2056,2106,53,Car Following
2057,2107,53,Car Following
2058,2108,53,Car Following
2059,2109,53,Car Following
2060,2110,52,Car Following
2061,2111,52,Car Following
2062,2112,52,Car Following
2063,2113,52,Car Following
2064,2114,52,Car Following
2065,2115,52,Car Following
2066,2116,52,Car Following
2067,2117,52,Car Following
2068,2118,52,Car Following
2069,2119,52,Car Following
2070,2120,52,Car Following
2071,2121,52,Car Following
2072,2122,52,Car Following
2073,2123,52,Car Following
2074,2124,52,Car Following
2075,2125,52,Car Following
2076,2126,52,Car Following
2077,2127,52,Car Following
2078,2128,52,Car Following
2079,2129,52,Car Following
2080,2130,52,Car Following
2081,2131,52,Car Following
2082,2132,51,Car Following
2083,2133,51,Car Following
2084,2134,51,Car Following
2085,2135,51,Car Following
2086,2136,51,Car Following
2087,2137,51,Car Following
2088,2138,50,Car Following
2089,2139,51,Car Following
2090,2140,52,Car Following
2091,2141,52,Car Following
2092,2142,50,Car Following
2093,2143,50,Car Following
2094,2144,50,Car Following
2095,2145,50,Car Following
2096,2146,51,Car Following
2097,2147,51,Car Following
2098,2148,50,Car Following
2099,2149,50,Car Following
2100,2150,51,Car Following
2101,2151,51,Car Following
2102,2152,51,Car Following
2103,2153,51,Car Following
2104,2154,51,Car Following
2105,2155,51,Car Following
2106,2156,51,Car Following
2107,2157,50,Car Following
2108,2158,50,Car Following
2109,2159,50,Car Following
2110,2160,50,Car Following
2111,2161,50,Car Following
2112,2162,50,Car Following
2113,2163,49,Car Following
2114,2164,49,Car Following
2115,2165,49,Car Following
2116,2166,49,Car Following
2117,2167,50,Car Following
2118,2168,50,Car Following
2119,2169,51,Car Following
2120,2170,51,Car Following
2121,2171,51,Car Following
2122,2172,51,Car Following
2123,2173,51,Car Following
2124,2174,51,Car Following
2125,2175,52,Car Following
2126,2176,52,Car Following
2127,2177,53,Car Following
2128,2178,53,Car Following
2129,2179,54,Car Following
2130,2180,54,Car Following
2131,2181,53,Car Following
2132,2182,53,Car Following
2133,2183,53,Car Following
2134,2184,53,Car Following
2135,2185,53,Car Following
2136,2186,54,Car Following
2137,2187,54,Car Following
2138,2188,55,Car Following
2139,2189,55,Car Following
2140,2190,55,Car Following
2141,2191,55,Car Following
2142,2192,55,Car Following
2143,2193,56,Car Following
2144,2194,55,Car Following
2145,2195,55,Car Following
2146,2196,55,Car Following
2147,2197,55,Car Following
2148,2198,55,Car Following
2149,2199,55,Car Following
2150,2200,56,Car Following
2151,2201,56,Car Following
2152,2202,56,Car Following
2153,2203,55,Car Following
2154,2204,55,Car Following
2155,2205,55,Car Following
2156,2206,55,Car Following
2157,2207,56,Car Following
2158,2208,56,Car Following
2159,2209,56,Car Following
2160,2210,56,Car Following
2161,2211,56,Car Following
2162,2212,56,Car Following
2163,2213,57,Car Following
2164,2214,57,Car Following
2165,2215,57,Car Following
2166,2216,57,Car Following
2167,2217,57,Car Following
2168,2218,57,Car Following
2169,2219,57,Car Following
2170,2220,57,Car Following
2171,2221,57,Car Following
2172,2222,57,Car Following
2173,2223,58,Car Following
2174,2224,58,Car Following
2175,2225,59,Car Following
2176,2226,59,Car Following
2177,2227,58,Car Following
2178,2228,58,Car Following
2179,2229,58,Car Following
2180,2230,58,Car Following
2181,2231,58,Car Following
2182,2232,59,Car Following
2183,2233,59,Car Following
2184,2234,59,Car Following
2185,2235,59,Car Following
2186,2236,59,Car Following
2187,2237,59,Car Following
2188,2238,59,Car Following
2189,2239,59,Car Following
2190,2240,59,Car Following
2191,2241,59,Car Following
2192,2242,61,Car Following
2193,2243,61,Car Following
2194,2244,61,Car Following
2195,2245,61,Car Following
2196,2246,61,Car Following
2197,2247,61,Car Following
2198,2248,62,Car Following
2199,2249,62,Car Following
2200,2250,62,Car Following
2201,2251,62,Car Following
2202,2252,62,Car Following
2203,2253,64,Car Following
2204,2254,64,Car Following
2205,2255,64,Car Following
2206,2256,63,Car Following
2207,2257,63,Car Following
2208,2258,63,Car Following
2209,2259,64,Car Following
2210,2260,64,Car Following
2211,2261,63,Car Following
2212,2262,63,Car Following
2213,2263,63,Car Following
2214,2264,63,Car Following
2215,2265,63,Car Following
2216,2266,63,Car Following
2217,2267,64,Car Following
2218,2268,64,Car Following
2219,2269,64,Car Following
2220,2270,64,Car Following
2221,2271,64,Car Following
2222,2272,65,Car Following
2223,2273,65,Car Following
2224,2274,65,Car Following
2225,2275,65,Car Following
2226,2276,65,Car Following
2227,2277,65,Car Following
2228,2278,65,Car Following
2229,2279,66,Car Following
2230,2280,66,Car Following
2231,2281,66,Car Following
2232,2282,66,Car Following
2233,2283,66,Car Following
2234,2284,64,Car Following
2235,2285,64,Car Following
2236,2286,64,Car Following
2237,2287,64,Car Following
2238,2288,64,Car Following
2239,2289,64,Car Following
2240,2290,64,Car Following
2241,2291,64,Car Following
2242,2292,65,Car Following
2243,2293,65,Car Following
2244,2294,65,Car Following
2245,2295,65,Car Following
2246,2296,64,Car Following
2247,2297,65,Car Following
2248,2298,66,Car Following
2249,2299,66,Car Following
2250,2300,67,Car Following
2251,2301,66,Car Following
2252,2302,66,Car Following
2253,2303,66,Car Following
2254,2304,66,Car Following
2255,2305,66,Car Following
2256,2306,66,Car Following
2257,2307,66,Car Following
2258,2308,66,Car Following
2259,2309,66,Car Following
2260,2310,66,Car Following
2261,2311,66,Car Following
2262,2312,66,Car Following
2263,2313,65,Car Following
2264,2314,65,Car Following
2265,2315,65,Car Following
2266,2316,65,Car Following
2267,2317,65,Car Following
2268,2318,65,Car Following
2269,2319,65,Car Following
2270,2320,65,Car Following
2271,2321,65,Car Following
2272,2322,67,Car Following
2273,2323,68,Car Following
2274,2324,68,Car Following
2275,2325,69,Car Following
2276,2326,70,Car Following
2277,2327,70,Car Following
2278,2328,70,Car Following
2279,2329,70,Car Following
2280,2330,69,Car Following
2281,2331,69,Car Following
2282,2332,68,Car Following
2283,2333,68,Car Following
2284,2334,68,Car Following
2285,2335,68,Car Following
2286,2336,68,Car Following
2287,2337,68,Car Following
2288,2338,68,Car Following
2289,2339,68,Car Following
2290,2340,67,Car Following
2291,2341,67,Car Following
2292,2342,67,Car Following
2293,2343,67,Car Following
2294,2344,67,Car Following
2295,2345,67,Car Following
2296,2346,67,Car Following
2297,2347,67,Car Following
2298,2348,67,Car Following
2299,2349,66,Car Following
2300,2350,65,Car Following
2301,2351,65,Car Following
2302,2352,66,Car Following
2303,2353,66,Car Following
2304,2354,66,Car Following
2305,2355,66,Car Following
2306,2356,66,Car Following
2307,2357,66,Car Following
2308,2358,65,Car Following
2309,2359,65,Car Following
2310,2360,65,Car Following
2311,2361,65,Car Following
2312,2362,66,Car Following
2313,2363,67,Car Following
2314,2364,67,Car Following
2315,2365,67,Car Following
2316,2366,67,Car Following
2317,2367,68,Car Following
2318,2368,68,Car Following
2319,2369,68,Car Following
2320,2370,68,Car Following
2321,2371,68,Car Following
2322,2372,68,Car Following
2323,2373,68,Car Following
2324,2374,67,Car Following
2325,2375,67,Car Following
2326,2376,67,Car Following
2327,2377,66,Car Following
2328,2378,66,Car Following
2329,2379,66,Car Following
2330,2380,66,Car Following
2331,2381,65,Car Following
2332,2382,65,Car Following
2333,2383,65,Car Following
2334,2384,65,Car Following
2335,2385,65,Car Following
2336,2386,65,Car Following
2337,2387,65,Car Following
2338,2388,65,Car Following
2339,2389,65,Car Following
2340,2390,64,Car Following
2341,2391,64,Car Following
2342,2392,63,Car Following
2343,2393,63,Car Following
2344,2394,63,Car Following
2345,2395,64,Car Following
2346,2396,64,Car Following
2347,2397,64,Car Following
2348,2398,64,Car Following
2349,2399,64,Car Following
2350,2400,64,Car Following
2351,2401,64,Car Following
2352,2402,64,Car Following
2353,2403,64,Car Following
2354,2404,64,Car Following
2355,2405,65,Car Following
2356,2406,65,Car Following
2357,2407,66,Car Following
2358,2408,66,Car Following
2359,2409,66,Car Following
2360,2410,65,Car Following
2361,2411,65,Car Following
2362,2412,65,Car Following
2363,2413,65,Car Following
2364,2414,65,Car Following
2365,2415,65,Car Following
2366,2416,66,Car Following
2367,2417,66,Car Following
2368,2418,66,Car Following
2369,2419,65,Car Following
2370,2420,65,Car Following
2371,2421,65,Car Following
2372,2422,65,Car Following
2373,2423,65,Car Following
2374,2424,65,Car Following
2375,2425,65,Car Following
2376,2426,65,Car Following
2377,2427,65,Car Following
2378,2428,65,Car Following
2379,2429,65,Car Following
2380,2430,66,Car Following
2381,2431,64,Car Following
2382,2432,64,Car Following
2383,2433,64,Car Following
2384,2434,64,Car Following
2385,2435,64,Car Following
2386,2436,64,Car Following
2387,2437,64,Car Following
2388,2438,64,Car Following
2389,2439,64,Car Following
2390,2440,64,Car Following
2391,2441,64,Car Following
2392,2442,64,Car Following
2393,2443,63,Car Following
2394,2444,63,Car Following
2395,2445,63,Car Following
2396,2446,63,Car Following
2397,2447,62,Car Following
2398,2448,62,Car Following
2399,2449,62,Car Following
2400,2450,62,Car Following
2401,2451,62,Car Following
2402,2452,62,Car Following
2403,2453,62,Car Following
2404,2454,61,Car Following
2405,2455,60,Car Following
2406,2456,60,Car Following
2407,2457,61,Car Following
2408,2458,61,Car Following
2409,2459,60,Car Following
2410,2460,60,Car Following
2411,2461,59,Car Following
2412,2462,59,Car Following
2413,2463,60,Car Following
2414,2464,60,Car Following
2415,2465,60,Car Following
2416,2466,60,Car Following
2417,2467,60,Car Following
2418,2468,59,Car Following
2419,2469,59,Car Following
2420,2470,59,Car Following
2421,2471,59,Car Following
2422,2472,59,Car Following
2423,2473,59,Car Following
2424,2474,59,Car Following
2425,2475,58,Car Following
2426,2476,58,Car Following
2427,2477,57,Car Following
2428,2478,57,Car Following
2429,2479,57,Car Following
2430,2480,58,Car Following
2431,2481,58,Car Following
2432,2482,58,Car Following
2433,2483,58,Car Following
2434,2484,58,Car Following
2435,2485,58,Car Following
2436,2486,58,Car Following
2437,2487,58,Car Following
2438,2488,58,Car Following
2439,2489,58,Car Following
2440,2490,58,Car Following
2441,2491,59,Car Following
2442,2492,59,Car Following
2443,2493,58,Car Following
2444,2494,57,Car Following
2445,2495,57,Car Following
2446,2496,57,Car Following
2447,2497,57,Car Following
2448,2498,57,Car Following
2449,2499,57,Cut-In
2450,2500,57,Cut-In
2451,2501,57,Cut-In
2452,2502,57,Cut-In
2453,2503,57,Cut-In
2454,2504,57,Cut-In
2455,2505,56,Cut-In
2456,2506,56,Cut-In
2457,2507,55,Cut-In
2458,2508,55,Cut-In
2459,2509,55,Cut-In
2460,2510,55,Cut-In
2461,2511,55,Cut-In
2462,2512,55,Cut-In
2463,2513,55,Cut-In
2464,2514,54,Cut-In
2465,2515,56,Cut-In
2466,2516,56,Cut-In
2467,2517,55,Cut-In
2468,2518,55,Cut-In
2469,2519,55,Cut-In
2470,2520,55,Cut-In
2471,2521,55,Cut-In
2472,2522,56,Cut-In
2473,2523,56,Cut-In
2474,2524,56,Cut-In
2475,2525,57,Cut-In
2476,2526,57,Cut-In
2477,2527,57,Cut-In
2478,2528,57,Cut-In
2479,2529,56,Cut-In
2480,2530,56,Cut-In
2481,2531,56,Cut-In
2482,2532,54,Cut-In
2483,2533,54,Cut-In
2484,2534,53,Cut-In
2485,2535,53,Cut-In
2486,2536,54,Cut-In
2487,2537,54,Cut-In
2488,2538,54,Cut-In
2489,2539,54,Cut-In
2490,2540,54,Cut-In
2491,2541,54,Cut-In
2492,2542,54,Cut-In
2493,2543,54,Cut-In
2494,2544,54,Cut-In
2495,2545,54,Cut-In
2496,2546,54,Cut-In
2497,2547,54,Cut-In
2498,2548,54,Cut-In
2499,2549,54,Cut-In
2500,2550,53,Cut-In
2501,2551,52,Cut-In
2502,2552,52,Cut-In
2503,2553,53,Cut-In
2504,2554,51,Cut-In
2505,2555,51,Cut-In
2506,2556,51,Cut-In
2507,2557,52,Cut-In
2508,2558,52,Cut-In
2509,2559,52,Cut-In
2510,2560,52,Cut-In
2511,2561,52,Cut-In
2512,2562,52,Cut-In
2513,2563,52,Cut-In
2514,2564,52,Cut-In
2515,2565,52,Cut-In
2516,2566,52,Cut-In
2517,2567,51,Cut-In
2518,2568,51,Cut-In
2519,2569,51,Cut-In
2520,2570,51,Cut-In
2521,2571,52,Cut-In
2522,2572,52,Cut-In
2523,2573,51,Cut-In
2524,2574,50,Cut-In
2525,2575,50,Cut-In
2526,2576,50,Cut-In
2527,2577,49,Cut-In
2528,2578,49,Cut-In
2529,2579,49,Cut-In
2530,2580,49,Cut-In
2531,2581,49,Cut-In
2532,2582,49,Cut-In
2533,2583,50,Cut-In
2534,2584,50,Cut-In
2535,2585,50,Cut-In
2536,2586,50,Cut-In
2537,2587,50,Cut-In
2538,2588,50,Cut-In
2539,2589,49,Cut-In
2540,2590,50,Cut-In
2541,2591,49,Cut-In
2542,2592,49,Cut-In
2543,2593,49,Cut-In
2544,2594,49,Cut-In
2545,2595,49,Cut-In
2546,2596,49,Cut-In
2547,2597,49,Cut-In
2548,2598,49,Cut-In
2549,2599,50,Cut-In
2550,2600,50,Cut-In
2551,2601,50,Cut-In
2552,2602,49,Cut-In
2553,2603,49,Cut-In
2554,2604,49,Cut-In
2555,2605,49,Cut-In
2556,2606,49,Cut-In
2557,2607,48,Cut-In
2558,2608,48,Cut-In
2559,2609,48,Cut-In
2560,2610,48,Cut-In
2561,2611,48,Cut-In
2562,2612,49,Cut-In
2563,2613,49,Cut-In
2564,2614,50,Cut-In
2565,2615,51,Cut-In
2566,2616,51,Cut-In
2567,2617,51,Cut-In
2568,2618,50,Cut-In
2569,2619,50,Cut-In
2570,2620,50,Cut-In
2571,2621,50,Cut-In
2572,2622,49,Cut-In
2573,2623,49,Cut-In
2574,2624,49,Cut-In
2575,2625,49,Cut-In
2576,2626,49,Cut-In
2577,2627,49,Cut-In
2578,2628,49,Cut-In
2579,2629,49,Cut-In
2580,2630,50,Cut-In
2581,2631,50,Cut-In
2582,2632,49,Cut-In
2583,2633,50,Cut-In
2584,2634,50,Cut-In
2585,2635,49,Cut-In
2586,2636,49,Cut-In
2587,2637,49,Cut-In
2588,2638,49,Cut-In
2589,2639,48,Cut-In
2590,2640,49,Cut-In
2591,2641,49,Cut-In
2592,2642,49,Cut-In
2593,2643,49,Cut-In
2594,2644,49,Cut-In
2595,2645,49,Cut-In
2596,2646,49,Cut-In
2597,2647,48,Cut-In
2598,2648,48,Cut-In
2599,2649,47,Cut-In
2600,2650,47,Cut-In
2601,2651,47,Cut-In
2602,2652,46,Car Following
2603,2653,46,Car Following
2604,2654,46,Car Following
2605,2655,46,Car Following
2606,2656,46,Car Following
2607,2657,47,Car Following
2608,2658,47,Car Following
2609,2659,48,Car Following
2610,2660,49,Car Following
2611,2661,50,Car Following
2612,2662,50,Car Following
2613,2663,50,Car Following
2614,2664,49,Car Following
2615,2665,48,Car Following
2616,2666,49,Car Following
2617,2667,49,Car Following
2618,2668,49,Car Following
2619,2669,49,Car Following
2620,2670,49,Car Following
2621,2671,48,Car Following
2622,2672,48,Car Following
2623,2673,48,Car Following
2624,2674,48,Car Following
2625,2675,49,Car Following
2626,2676,49,Car Following
2627,2677,48,Car Following
2628,2678,48,Car Following
2629,2679,49,Car Following
2630,2680,49,Car Following
2631,2681,49,Car Following
2632,2682,48,Car Following
2633,2683,50,Car Following
2634,2684,51,Car Following
2635,2685,51,Car Following
2636,2686,51,Car Following
2637,2687,51,Car Following
2638,2688,51,Car Following
2639,2689,52,Car Following
2640,2690,53,Car Following
2641,2691,53,Car Following
2642,2692,53,Car Following
2643,2693,53,Car Following
2644,2694,53,Car Following
2645,2695,53,Car Following
2646,2696,53,Car Following
2647,2697,52,Car Following
2648,2698,52,Car Following
2649,2699,52,Car Following
2650,2700,52,Car Following
2651,2701,52,Car Following
2652,2702,53,Car Following
2653,2703,54,Car Following
2654,2704,54,Car Following
2655,2705,53,Car Following
2656,2706,53,Car Following
2657,2707,53,Car Following
2658,2708,53,Car Following
2659,2709,53,Car Following
2660,2710,54,Car Following
2661,2711,54,Car Following
2662,2712,54,Car Following
2663,2713,54,Car Following
2664,2714,54,Car Following
2665,2715,54,Car Following
2666,2716,54,Car Following
2667,2717,53,Car Following
2668,2718,52,Car Following
2669,2719,51,Car Following
2670,2720,52,Car Following
2671,2721,52,Car Following
2672,2722,52,Car Following
2673,2723,52,Car Following
2674,2724,52,Car Following
2675,2725,52,Car Following
2676,2726,52,Car Following
2677,2727,51,Car Following
2678,2728,50,Car Following
2679,2729,52,Car Following
2680,2730,51,Car Following
2681,2731,52,Car Following
2682,2732,52,Car Following
2683,2733,52,Car Following
2684,2734,52,Car Following
2685,2735,52,Car Following
2686,2736,52,Car Following
2687,2737,52,Car Following
2688,2738,52,Car Following
2689,2739,53,Car Following
2690,2740,53,Car Following
2691,2741,53,Car Following
2692,2742,52,Car Following
2693,2743,52,Car Following
2694,2744,51,Car Following
2695,2745,51,Car Following
2696,2746,51,Car Following
2697,2747,51,Car Following
2698,2748,52,Car Following
2699,2749,52,Car Following
2700,2750,53,Car Following
2701,2751,52,Car Following
2702,2752,52,Car Following
2703,2753,52,Car Following
2704,2754,53,Car Following
2705,2755,53,Car Following
2706,2756,53,Car Following
2707,2757,53,Car Following
2708,2758,52,Car Following
2709,2759,51,Car Following
2710,2760,51,Car Following
2711,2761,49,Car Following
2712,2762,49,Car Following
2713,2763,50,Car Following
2714,2764,51,Car Following
2715,2765,51,Car Following
2716,2766,51,Car Following
2717,2767,51,Car Following
2718,2768,51,Car Following
2719,2769,50,Car Following
2720,2770,50,Car Following
2721,2771,51,Car Following
2722,2772,51,Car Following
2723,2773,53,Car Following
2724,2774,53,Car Following
2725,2775,53,Car Following
2726,2776,53,Car Following
2727,2777,53,Car Following
2728,2778,53,Car Following
2729,2779,52,Car Following
2730,2780,52,Car Following
2731,2781,52,Car Following
2732,2782,53,Car Following
2733,2783,53,Car Following
2734,2784,53,Car Following
2735,2785,52,Car Following
2736,2786,52,Car Following
2737,2787,52,Car Following
2738,2788,51,Car Following
2739,2789,52,Car Following
2740,2790,53,Car Following
2741,2791,52,Car Following
2742,2792,52,Car Following
2743,2793,51,Car Following
2744,2794,52,Car Following
2745,2795,52,Car Following
2746,2796,51,Car Following
2747,2797,51,Car Following
2748,2798,51,Car Following
2749,2799,51,Car Following
2750,2800,51,Car Following
2751,2801,51,Car Following
2752,2802,52,Car Following
2753,2803,52,Car Following
2754,2804,52,Car Following
2755,2805,51,Car Following
2756,2806,51,Car Following
2757,2807,50,Car Following
2758,2808,51,Car Following
2759,2809,51,Car Following
2760,2810,51,Car Following
2761,2811,51,Car Following
2762,2812,51,Car Following
2763,2813,51,Car Following
2764,2814,51,Car Following
2765,2815,51,Car Following
2766,2816,52,Car Following
2767,2817,53,Car Following
2768,2818,53,Car Following
2769,2819,53,Car Following
2770,2820,53,Car Following
2771,2821,53,Car Following
2772,2822,54,Car Following
2773,2823,53,Car Following
2774,2824,53,Car Following
2775,2825,52,Car Following
2776,2826,52,Car Following
2777,2827,51,Car Following
2778,2828,50,Car Following
2779,2829,50,Car Following
2780,2830,50,Car Following
2781,2831,50,Car Following
2782,2832,51,Car Following
2783,2833,51,Car Following
2784,2834,51,Car Following
2785,2835,51,Car Following
2786,2836,51,Car Following
2787,2837,51,Car Following
2788,2838,51,Car Following
2789,2839,52,Car Following
2790,2840,52,Car Following
2791,2841,53,Car Following
2792,2842,51,Car Following
2793,2843,51,Car Following
2794,2844,51,Car Following
2795,2845,51,Car Following
2796,2846,51,Car Following
2797,2847,52,Car Following
2798,2848,52,Car Following
2799,2849,53,Car Following
2800,2850,54,Car Following
2801,2851,54,Car Following
2802,2852,54,Car Following
2803,2853,54,Car Following
2804,2854,53,Car Following
2805,2855,55,Cut-In
2806,2856,55,Cut-In
2807,2857,54,Cut-In
2808,2858,54,Cut-In
2809,2859,53,Cut-In
2810,2860,53,Cut-In
2811,2861,52,Cut-In
2812,2862,52,Cut-In
2813,2863,52,Cut-In
2814,2864,53,Cut-In
2815,2865,53,Cut-In
2816,2866,53,Cut-In
2817,2867,53,Cut-In
2818,2868,53,Cut-In
2819,2869,53,Cut-In
2820,2870,53,Cut-In
2821,2871,53,Cut-In
2822,2872,52,Cut-In
2823,2873,52,Cut-In
2824,2874,52,Cut-In
2825,2875,52,Cut-In
2826,2876,52,Cut-In
2827,2877,53,Cut-In
2828,2878,54,Cut-In
2829,2879,55,Cut-In
2830,2880,54,Cut-In
2831,2881,54,Cut-In
2832,2882,53,Cut-In
2833,2883,52,Cut-In
2834,2884,52,Cut-In
2835,2885,52,Cut-In
2836,2886,53,Cut-In
2837,2887,53,Cut-In
2838,2888,52,Cut-In
2839,2889,52,Cut-In
2840,2890,52,Cut-In
2841,2891,52,Cut-In
2842,2892,53,Cut-In
2843,2893,52,Cut-In
2844,2894,52,Cut-In
2845,2895,53,Cut-In
2846,2896,53,Cut-In
2847,2897,53,Cut-In
2848,2898,53,Cut-In
2849,2899,53,Cut-In
2850,2900,52,Cut-In
2851,2901,52,Cut-In
2852,2902,52,Cut-In
2853,2903,52,Cut-In
2854,2904,53,Cut-In
2855,2905,52,Car Following
2856,2906,52,Car Following
2857,2907,52,Car Following
2858,2908,53,Car Following
2859,2909,53,Car Following
2860,2910,53,Car Following
2861,2911,52,Car Following
2862,2912,53,Car Following
2863,2913,53,Car Following
2864,2914,53,Car Following
2865,2915,52,Car Following
2866,2916,52,Car Following
2867,2917,52,Car Following
2868,2918,52,Car Following
2869,2919,52,Car Following
2870,2920,52,Car Following
2871,2921,53,Car Following
2872,2922,51,Car Following
2873,2923,51,Car Following
2874,2924,50,Car Following
2875,2925,50,Car Following
2876,2926,50,Car Following
2877,2927,50,Car Following
2878,2928,50,Car Following
2879,2929,51,Car Following
2880,2930,51,Car Following
2881,2931,50,Car Following
2882,2932,51,Car Following
2883,2933,51,Car Following
2884,2934,51,Car Following
2885,2935,51,Car Following
2886,2936,51,Car Following
2887,2937,51,Car Following
2888,2938,51,Car Following
2889,2939,52,Car Following
2890,2940,52,Car Following
2891,2941,52,Car Following
2892,2942,52,Car Following
2893,2943,53,Car Following
2894,2944,54,Car Following
2895,2945,54,Car Following
2896,2946,55,Car Following
2897,2947,55,Car Following
2898,2948,54,Car Following
2899,2949,54,Car Following
2900,2950,52,Car Following
2901,2951,52,Car Following
2902,2952,52,Car Following
2903,2953,52,Car Following
2904,2954,52,Car Following
2905,2955,52,Car Following
2906,2956,52,Car Following
2907,2957,52,Car Following
2908,2958,53,Car Following
2909,2959,55,Car Following
2910,2960,55,Car Following
2911,2961,55,Car Following
2912,2962,55,Car Following
2913,2963,55,Car Following
2914,2964,54,Car Following
2915,2965,54,Car Following
2916,2966,53,Car Following
2917,2967,53,Car Following
2918,2968,52,Car Following
2919,2969,53,Car Following
2920,2970,53,Car Following
2921,2971,53,Car Following
2922,2972,52,Car Following
2923,2973,51,Car Following
2924,2974,52,Car Following
2925,2975,52,Car Following
2926,2976,52,Car Following
2927,2977,52,Car Following
2928,2978,52,Car Following
2929,2979,52,Car Following
2930,2980,53,Car Following
2931,2981,53,Car Following
2932,2982,53,Car Following
2933,2983,53,Car Following
2934,2984,53,Car Following
2935,2985,54,Car Following
2936,2986,54,Car Following
2937,2987,54,Car Following
2938,2988,55,Car Following
2939,2989,55,Car Following
2940,2990,54,Car Following
2941,2991,54,Car Following
2942,2992,54,Car Following
2943,2993,54,Car Following
2944,2994,54,Car Following
2945,2995,53,Car Following
2946,2996,53,Car Following
2947,2997,52,Car Following
